OBJECTID,OFT_1,STREET_O_N,STREET_F_N,STREET_T_N,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION,SEALCOAT_Y,SEALCOAT_C,OVERLAY_YR,PCI,PCI_BRANCH,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION,REFNO_ALL,join_X,join_Y,join_Objectid,join_Call_Taken,join_Location,join_Latitude,join_Longitude,join_Ward,join_Community,join_Neighborho,join_Tow_Zone,join_Day,join_Snow_Emerg,distance
"2070","321332133213",VAN WHITE MEMORIAL BLVD,VAN WHITE MEMORIAL BLVD,VAN WHITE MEMORIAL BLVD,RES,"9746","15",ASPHALT9,CRUSH.CONC,"2005",,,"0",,,"87","101",,,2010-05-14T00:00:00.000Z,"11850",-93.29532,44.981528,"4094",2019-02-13T00:00:00.000Z,276 GIRARD AVE N,44.981528,-93.29532,"5",Near North,Sumner - Glenwood,"3","2",Westminster,0.00201038949544988
"2071","037029112823",37TH AVE N,SHERIDAN AVE N,RUSSELL AVE N,RES,"2630","16",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"73","329",,,2013-08-01T00:00:00.000Z,"4096",-93.310601,45.022332,"2894",2019-02-13T00:00:00.000Z,2420 37TH AVE N,45.022332,-93.310601,"4",Camden,Cleveland,"1","2",Westminster,0.000252447672658562
"2072","037027022610",37TH AVE N,QUEEN AVE N,PENN AVE N,RES,"2630","16",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"73","329",,,2013-08-01T00:00:00.000Z,"4098",-93.310552,45.022329,"2881",2019-02-13T00:00:00.000Z,2418 37TH AVE N,45.022329,-93.310552,"4",Camden,Cleveland,"1","2",Westminster,0.000978262362060151
"2073","037022212105",37TH AVE N,LOGAN AVE N,KNOX AVE N,RES,"2684",12A,ASPHALT7,CRUSH.ROCK,"2011",,,,,,"49","329",,,2013-06-10T00:00:00.000Z,"4100",-93.303243,45.02253,"3992",2019-02-13T00:00:00.000Z,3706 LOGAN AVE N,45.02253,-93.303243,"4",Camden,Folwell,"1","2",Westminster,0.000297068342441293
"2074","261545990599",PLEASANT AVE,59 1/2 ST W,59TH ST W,RES,"2629",6A,ASPHALT7m,S.GRAN.MAT.,"1971",,,,"2009",,"100","400",,,2009-11-01T00:00:00.000Z,"10753",-93.282053,44.897052,"3653",2019-02-13T00:00:00.000Z,5826 PILLSBURY AVE,44.897052,-93.282053,"11",Southwest,Windom,"5","2",Westminster,0.00135668375995376
"2075","037016171515",37TH AVE N,FREMONT AVE N,EMERSON AVE N,RES,"9016","12",ASPHALT7,CRUSH.CONC,"1981",,"1993","2",,,"56","325",,,2013-06-04T00:00:00.000Z,"4103",-93.294351,45.022356,"4422",2019-02-13T00:00:00.000Z,3700 EMERSON AVE N,45.022356,-93.294351,"4",Camden,Folwell,"1","2",Westminster,0.000191552053580699
"2076","037012271103",37TH AVE N,BRYANT AVE N,ALDRICH AVE N,RES,"2712","10",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","326",,,2012-04-26T00:00:00.000Z,"4107",-93.290632,45.02188,"2225",2019-02-14T00:00:00.000Z,3655 BRYANT AVE N,45.02188,-93.290632,"4",Camden,McKinley,"1","3",Westminster,0.000260999150618009
"2077","037022290065",37TH AVE N,LYNDALE AVE N,6TH ST N,RES,"2726","11",ASPHALT7,CRUSH.CONC,"1995",,"1996","1",,,"59","394",,,2012-04-30T00:00:00.000Z,"4109",-93.286968,45.022137,"4284",2019-02-13T00:00:00.000Z,612 37TH AVE N,45.022137,-93.286968,"4",Camden,McKinley,"1","2",Westminster,2.16910566857693e-05
"2078","222633073208",LOWRY AVE N,WASHBURN AVE N,VINCENT AVE N,CSAH,"153","1",ASPHALT9,UNKNOWN,"2009",,,,,,,"372",,,,"9596",-93.316172,45.011421,"2795",2019-02-14T00:00:00.000Z,2905 30TH AVE N,45.011421,-93.316172,"4",Near North,Jordan,"1","3",Westminster,0.00183175201262846
"2079","037413261508",37TH ST E,CHICAGO AVE,ELLIOT AVE,RES,"2689","9",ASPHALT7,CRUSH.CONC,"1978",,"1999","3",,,"76","328",,,2012-10-04T00:00:00.000Z,"4178",-93.263742,44.936773,"1891",2019-02-14T00:00:00.000Z,3633 COLUMBUS AVE S,44.936773,-93.263742,"8",Powderhorn,Central,"5","3",Westminster,0.00147501812520683
"2080","029030072911",29TH AVE N,THOMAS AVE N,SHERIDAN AVE N,RES,"2672","11",ASPHALT7,CRUSH.CONC,"1979",,"2001","3",,,"64","331",,,2011-08-29T00:00:00.000Z,"2969",-93.315522,45.009874,"922",2019-02-13T00:00:00.000Z,2752 VINCENT AVE N,45.009874,-93.315522,"4",Near North,Willard - Hay,"1","2",Westminster,0.00219412425745521
"2081","029029112823",29TH AVE N,SHERIDAN AVE N,RUSSELL AVE N,RES,"2672","11",ASPHALT7,CRUSH.CONC,"1979",,"2001","3",,,"64","330",,,2011-08-29T00:00:00.000Z,"2970",-93.308812,45.012129,"1749",2019-02-14T00:00:00.000Z,2939 RUSSELL AVE N,45.012129,-93.308812,"5",Near North,Jordan,"1","3",Westminster,0.00318297236972641
"2082","029027022610",29TH AVE N,QUEEN AVE N,PENN AVE N,RES,"2672","11",ASPHALT7,CRUSH.CONC,"1979",,"2001","3",,,"64","330",,,2011-08-29T00:00:00.000Z,"2972",-93.306804,45.009178,"2605",2019-02-14T00:00:00.000Z,2819 OLIVER AVE N,45.009178,-93.306804,"5",Near North,Jordan,"1","3",Westminster,0.00149329553436578
"2083","029024032330",29TH AVE N,NEWTON AVE N,MORGAN AVE N,RES,"2605","11",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","327","Pavement Exception: MUCH PVMT BTWN PENN & MORGAN BUILT 2014, MORGAN & KNOX BUILT IN 2003.",,2013-05-27T00:00:00.000Z,"2975",-93.305722,45.009804,"2575",2019-02-14T00:00:00.000Z,2907 NEWTON AVE N,45.009804,-93.305722,"5",Near North,Jordan,"1","3",Westminster,0.000189304189171114
"2084","029016171515",29TH AVE N,FREMONT AVE N,EMERSON AVE N,RES,"2605","11",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","324","Pavement Exception: MUCH PVMT BTWN PENN & MORGAN BUILT 2014, MORGAN & KNOX BUILT IN 2003.",,2013-05-27T00:00:00.000Z,"2983",-93.296869,45.009202,"4558",2019-02-14T00:00:00.000Z,2819 GIRARD AVE N,45.009202,-93.296869,"5",Near North,Jordan,"1","3",Westminster,0.00133377149347952
"2085","029014171339",29TH AVE N,DUPONT AVE N,COLFAX AVE N,RES,"2883","10",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","327",,,2011-06-08T00:00:00.000Z,"2985",-93.291771,45.009157,"4121",2019-02-13T00:00:00.000Z,2820 COLFAX AVE N,45.009157,-93.291771,"5",Near North,Hawthorne,"1","2",Westminster,0.000374359973907098
"2086","029011032229",29TH AVE N,ALDRICH AVE N,LYNDALE AVE N,RES,"2883","10",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","327",,,2011-06-08T00:00:00.000Z,"2988",-93.289274,45.009049,"2971",2019-02-13T00:00:00.000Z,2814 ALDRICH AVE N,45.009049,-93.289274,"5",Near North,Hawthorne,"1","2",Westminster,0.000467419619613467
"2087","029000450035",29TH AVE N,4TH ST N,3RD ST N,RES,"2883","10",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","396",,,2011-06-08T00:00:00.000Z,"2991",-93.283402,45.009712,"4542",2019-02-14T00:00:00.000Z,2909 3RD ST N,45.009712,-93.283402,"5",Near North,Hawthorne,"1","3",Westminster,0.000213255772501397
"2088","161130253332",FRANCE AVE S,TYROL TR,SOUTH WAYZATA BLVD,LOCAL,FRANCS,"3",ASPHALT,UNKNOWN,"1940",,,,,"71",,"580",,,2010-10-18T00:00:00.000Z,"8248",-93.326184,44.953394,"4658",2019-02-14T00:00:00.000Z,2781 DREW AVE S,44.953394,-93.326184,"7",Calhoun Isle,Cedar - Isles - Dean,"3","3",Westminster,0.01502641207984
"2089","035426180052",35TH ST E,PORTLAND AVE,5TH AVE S,MSA,"249","2",ASPH/CONC,S.GRAN.MAT.,"1961","2002","2012","2",,"76",,"333",,,2013-09-03T00:00:00.000Z,"3845",-93.26898,44.939675,"1684",2019-02-14T00:00:00.000Z,3449 5TH AVE S,44.939675,-93.26898,"9",Powderhorn,Central,"5","3",Westminster,0.000122964230010955
"2090","035413261344",35TH ST E,CHICAGO AVE,COLUMBUS AVE,MSA,"249","2",ASPH/CONC,S.GRAN.MAT.,"1961","2002","2012","2",,"76",,"328",,,2013-09-03T00:00:00.000Z,"3841",-93.263822,44.941007,"1873",2019-02-14T00:00:00.000Z,3413 COLUMBUS AVE S,44.941007,-93.263822,"9",Powderhorn,Central,"5","3",Westminster,0.00144330478947029
"2091","035415080102",35TH ST E,ELLIOT AVE,10TH AVE S,MSA,"249",2A,ASPH/CONC,S.GRAN.MAT.,"1963","2002","2012","2",,"82",,"328",,,2013-09-03T00:00:00.000Z,"3854",-93.261315,44.938739,"1966",2019-02-14T00:00:00.000Z,3525 ELLIOT AVE,44.938739,-93.261315,"9",Powderhorn,Powderhorn Park,"6","3",Westminster,0.000821692616249407
"2092","035401120122",35TH ST E,11TH AVE S,12TH AVE S,MSA,"249",2A,ASPH/CONC,S.GRAN.MAT.,"1963","2002","2012","2",,"82",,"328",,,2013-09-03T00:00:00.000Z,"3856",-93.258768,44.93899,"1402",2019-02-13T00:00:00.000Z,3514 11TH AVE S,44.93899,-93.258768,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,0.000568596436374465
"2093","035401220132",35TH ST E,12TH AVE S,13TH AVE S,MSA,"249",2A,ASPH/CONC,S.GRAN.MAT.,"1963","2002","2012","2",,"82",,"328",,,2013-09-03T00:00:00.000Z,"3857",-93.257522,44.93891,"4746",2019-02-14T00:00:00.000Z,3521 12TH AVE S,44.93891,-93.257522,"9",Powderhorn,Powderhorn Park,"6","3",Westminster,0.000646903544762111
"2094","035401420152",35TH ST E,14TH AVE S,15TH AVE S,MSA,"249",2A,ASPH/CONC,S.GRAN.MAT.,"1963","2002","2012","2",,"82",,"327",,,2013-09-03T00:00:00.000Z,"3859",-93.253689,44.939347,"4629",2019-02-14T00:00:00.000Z,3503 15TH AVE S,44.939347,-93.253689,"9",Powderhorn,Powderhorn Park,"6","3",Westminster,0.000201704289536721
"2095","280922302615",RIDGEWOOD AVE,LYNDALE AVE S,PLEASANT AVE,RES,"2591","6",ASPHALT7,BIT.ST.SOIL,"1967",,,,"2011",,"83","1240",,,2014-06-23T00:00:00.000Z,"11030",-93.283962,44.96367,"4531",2019-02-14T00:00:00.000Z,329 RIDGEWOOD AVE S,44.96367,-93.283962,"7",Central,Steven's Square - Loring Heights,"3","3",Westminster,8.55863469638957e-06
"2096","035401521214",35TH ST E,15TH AVE S,BLOOMINGTON AVE,MSA,"249",2A,ASPH/CONC,S.GRAN.MAT.,"1963","2002","2012","2",,"82",,"327",,,2013-09-03T00:00:00.000Z,"3860",-93.253689,44.939347,"4629",2019-02-14T00:00:00.000Z,3503 15TH AVE S,44.939347,-93.253689,"9",Powderhorn,Powderhorn Park,"6","3",Westminster,0.00020138929563712
"2097","027202540244",27TH AVE S,25TH ST E,24TH ST E,MSA,"410","2",ASPHALT9,CLASS 5,"2006",,"2007","1",,"92",,"657",,,2010-09-07T00:00:00.000Z,"2769",-93.231332,44.953854,"2680",2019-02-14T00:00:00.000Z,2725 27TH ST E,44.953854,-93.231332,"2",Longfellow,Seward,"4","3",Westminster,0.00391655848649879
"2098",0272DEDS0087,27TH AVE S,DEAD END (S),8TH ST S,RES,"2810","9",ASPHALT7,CRUSH.CONC,"1990",,"2000","2",,,"68","206",,,2013-07-24T00:00:00.000Z,"2773",-93.228158,44.963054,"4294",2019-02-13T00:00:00.000Z,930 30TH AVE S,44.963054,-93.228158,"2",Longfellow,Seward,"4","2",Westminster,0.00510846278825648
"2099","030130051606",30TH AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2633","11",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"82","331",,,2013-06-06T00:00:00.000Z,"3152",-93.242225,45.020955,"2663",2019-02-14T00:00:00.000Z,2917 FILLMORE ST NE,45.020955,-93.242225,"1",Northeast,Audubon Park,"2","3",Westminster,0.00126158528842758
"2100","030126121229",30TH AVE NE,PIERCE ST NE,BUCHANAN ST NE,RES,"2633","11",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"82","331",,,2013-06-06T00:00:00.000Z,"3154",-93.240774,45.021726,"4339",2019-02-13T00:00:00.000Z,2930 PIERCE ST NE,45.021726,-93.240774,"1",Northeast,Audubon Park,"2","2",Westminster,0.000498889742852981
"2101","030122162006",30TH AVE NE,LINCOLN ST NE,JOHNSON ST NE,RES,"2633","11",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"82","331",,,2013-06-06T00:00:00.000Z,"3156",-93.236826,45.022292,"2492",2019-02-14T00:00:00.000Z,1511 30TH AVE NE,45.022292,-93.236826,"1",Northeast,Audubon Park,"2","3",Westminster,0.00029483964344191
"2102","030131021808",30TH AVE NE,ULYSSES ST NE,HAYES ST NE,RES,"2628","10",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"82","331",,,2011-06-16T00:00:00.000Z,"3158",-93.236826,45.022292,"2492",2019-02-14T00:00:00.000Z,1511 30TH AVE NE,45.022292,-93.236826,"1",Northeast,Audubon Park,"2","3",Westminster,0.000989725653246575
"2103","030112112314",30TH AVE NE,BENJAMIN ST NE,MCKINLEY ST NE,RES,"2593","8",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"70","331",,,2012-09-27T00:00:00.000Z,"3162",-93.230726,45.025242,"2009",2019-02-14T00:00:00.000Z,3139 CLEVELAND ST NE,45.025242,-93.230726,"1",Northeast,Waite Park,"2","3",Westminster,0.00323972214160241
"2104","030205640554",30TH AVE S,56TH ST E,55TH ST E,RES,2617E,"2",ASPHALT7m,CLASS 3,"1970",,"1994","3",,,"70","659",,,2013-08-16T00:00:00.000Z,"3164",-93.228521,44.905082,"2988",2019-02-13T00:00:00.000Z,5406 NOKOMIS AVE,44.905082,-93.228521,"11",Nokomis,Wenonah,"6","2",Westminster,0.00199642918519246
"2105","030205540544",30TH AVE S,55TH ST E,54TH ST E,RES,"2790","1",ASPHALT7,CRUSH.CONC,"1988",,"1998","2",,,"71","667",,,2013-09-23T00:00:00.000Z,"3165",-93.229769,44.905836,"1927",2019-02-14T00:00:00.000Z,5447 29TH AVE S,44.905836,-93.229769,"11",Nokomis,Keewaydin,"6","1",Westminster,0.00048167014498409
"2106","030205340524",30TH AVE S,53RD ST E,52ND ST E,RES,"2613","7",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","661",,,2013-10-21T00:00:00.000Z,"3167",-93.23102,44.90843,"3221",2019-02-13T00:00:00.000Z,5212 29TH AVE S,44.90843,-93.23102,"12",Nokomis,Keewaydin,"6","2",Westminster,0.00129186468167227
"2107","028424050012",28TH ST E,NICOLLET AVE,1ST AVE S,MSA,"241","3",ASPH/CONC,S.GRAN.MAT.,"1965",,"2005","4",,"71",,"335",,,2010-05-28T00:00:00.000Z,"2891",-93.275397,44.951725,"1373",2019-02-13T00:00:00.000Z,2804 STEVENS AVE S,44.951725,-93.275397,"10",Powderhorn,Whittier,"3","2",Westminster,0.00122937987723629
"2108","028425052603",28TH ST E,OAKLAND AVE,PARK AVE,MSA,"241","6",ASPH/CONC,UNKNOWN,"1960",,"2005","3",,"64",,"328",,,2010-05-28T00:00:00.000Z,"2898",-93.266477,44.951206,"1280",2019-02-13T00:00:00.000Z,2824 OAKLAND AVE S,44.951206,-93.266477,"6",Phillips,Phillips West,"3","2",Westminster,0.000735154625368584
"2109","321300503213",VAN WHITE MEMORIAL BLVD,5TH AVE N,VAN WHITE MEMORIAL BLVD,RES,"9746","15",ASPHALT9,CRUSH.CONC,"2005",,,"0",,,"87","336",,,2010-05-14T00:00:00.000Z,"11849",-93.292221,44.980838,"4072",2019-02-13T00:00:00.000Z,302 DUPONT AVE N,44.980838,-93.292221,"5",Near North,Sumner - Glenwood,"3","2",Westminster,0.00200354608384479
"2110","028413441326",28TH ST E,COLUMBUS AVE,CHICAGO AVE,MSA,"241","6",ASPH/CONC,UNKNOWN,"1960",,"2005","3",,"64",,"332",,,2010-05-28T00:00:00.000Z,"2900",-93.263867,44.952162,"1798",2019-02-14T00:00:00.000Z,2753 COLUMBUS AVE S,44.952162,-93.263867,"6",Phillips,Phillips West,"3","3",Westminster,0.000219390799351614
"2111","028401020112",28TH ST E,10TH AVE S,11TH AVE S,MSA,"241","6",ASPH/CONC,UNKNOWN,"1960",,"2005","3",,"64",,"330",,,2010-05-28T00:00:00.000Z,"2902",-93.260106,44.952474,"1979",2019-02-14T00:00:00.000Z,2745 10TH AVE S,44.952474,-93.260106,"9",Phillips,Midtown Phillips,"3","3",Westminster,0.000521980679045646
"2112","223005990589",LYNDALE AVE S,59TH ST W,58TH ST W,MSA,"277","1",ASPH/CONC,UNKNOWN,"1964",,,,"2013","100",,"544",,,2013-11-01T00:00:00.000Z,"9728",-93.288798,44.896332,"1198",2019-02-13T00:00:00.000Z,628 59TH ST W,44.896332,-93.288798,"11",Southwest,Windom,"5","2",Westminster,0.000488215647371115
"2113","028401220132",28TH ST E,12TH AVE S,13TH AVE S,MSA,"241","6",ASPH/CONC,UNKNOWN,"1960",,"2005","3",,"64",,"329",,,2010-05-28T00:00:00.000Z,"2904",-93.256256,44.952235,"3870",2019-02-13T00:00:00.000Z,2744 13TH ST S,44.952235,-93.256256,"9",Phillips,Midtown Phillips,"3","2",Westminster,0.00028853516802705
"2114","028401420152",28TH ST E,14TH AVE S,15TH AVE S,MSA,"241","6",ASPH/CONC,UNKNOWN,"1960",,"2005","3",,"64",,"329",,,2010-05-28T00:00:00.000Z,"2906",-93.25505,44.952386,"2211",2019-02-14T00:00:00.000Z,2733 14TH AVE S,44.952386,-93.25505,"9",Phillips,Midtown Phillips,"3","3",Westminster,0.000437695965090973
"2115","029123132803",29TH AVE NE,MARSHALL ST NE,RANDOLPH ST NE,RES,"2646","14",CONCRETE7,S.GRAN.MAT.,"1975",,,,,,"82","289",,,2013-06-20T00:00:00.000Z,"2993",-93.271444,45.018565,"2755",2019-02-14T00:00:00.000Z,15 28TH AVE NE,45.018565,-93.271444,"1",Northeast,Marshall Terrace,"2","3",Westminster,0.00188064391586327
"2116","029128031716",29TH AVE NE,RANDOLPH ST NE,GRAND ST NE,RES,"2646","14",CONCRETE7,S.GRAN.MAT.,"1975",,,,,,"82","279",,,2013-06-20T00:00:00.000Z,"2995",-93.269147,45.021822,"2727",2019-02-14T00:00:00.000Z,2935 CALIFORNIA ST NE,45.021822,-93.269147,"1",Northeast,Marshall Terrace,"2","3",Westminster,0.00174915809460441
"2117","032203440334",32ND AVE S,34TH ST E,33RD ST E,RES,"2660","5",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"76","658",,,2014-08-01T00:00:00.000Z,"3376",-93.225736,44.938935,"3915",2019-02-13T00:00:00.000Z,3520 32ND AVE S,44.938935,-93.225736,"12",Longfellow,Howe,"6","2",Westminster,0.00243122999659449
"2118","032203240314",32ND AVE S,32ND ST E,31ST ST E,RES,"2660","5",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"76","679",,,2014-08-01T00:00:00.000Z,"3378",-93.225943,44.946838,"2407",2019-02-14T00:00:00.000Z,3129 31ST ST E,44.946838,-93.225943,"2",Longfellow,Longfellow,"6","3",Westminster,0.000250748030904983
"2119","032222030294",32ND AVE S,LAKE ST E,29TH ST E,RES,"2660","5",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"76","658",,,2014-08-01T00:00:00.000Z,"3380",-93.225683,44.947895,"2482",2019-02-14T00:00:00.000Z,3011 32ND AVE S,44.947895,-93.225683,"2",Longfellow,Longfellow,"6","3",Westminster,0.000477540622957648
"2120",0322DEDS0264,32ND AVE S,DEAD END (S),26TH ST E,LOCAL,32AVS,"1",ASPHALT9,S.GRAN.MAT.,"1983",,,,,"79",,"730",,,2010-10-06T00:00:00.000Z,"3382",-93.225653,44.954533,"2736",2019-02-14T00:00:00.000Z,2633 32ND AVE S,44.954533,-93.225653,"2",Longfellow,Seward,"4","3",Westminster,2.00963922084659e-05
"2121","032202640254",32ND AVE S,26TH ST E,25TH ST E,RES,"2788","4",ASPHALT7,CRUSH.CONC,"1981",,,,"2013",,"100","656",,,2013-11-01T00:00:00.000Z,"3383",-93.225831,44.955623,"2740",2019-02-14T00:00:00.000Z,2607 32ND AVE S,44.955623,-93.225831,"2",Longfellow,Seward,"4","3",Westminster,0.000339612761641384
"2122","032202540244",32ND AVE S,25TH ST E,24TH ST E,RES,"2788","4",ASPHALT7,CRUSH.CONC,"1981",,,,"2013",,"100","657",,,2013-11-01T00:00:00.000Z,"3384",-93.224267,44.959989,"321",02/13/2019 02:23pm,"2304 33rd st,Minneapolis,MN",44.959989,-93.224267,"2",Longfellow,Seward,"4","2",Westminster,0.00141780411577933
"2123","032400122923",32ND ST E,1ST AVE S,STEVENS AVE,RES,"2662",11A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2001","3",,,"67","331",,,2011-05-26T00:00:00.000Z,"3389",-93.276517,44.94508,"4507",2019-02-14T00:00:00.000Z,111 32ND ST E,44.94508,-93.276517,"8",Powderhorn,Lyndale,"5","3",Westminster,0.000119251428109396
"2124","035401821308",35TH ST E,18TH AVE S,CEDAR AVE S,MSA,"249",2B,ASPH/CONC,S.GRAN.MAT.,"1963",,"2009","4",,"71",,"329",,,2011-07-12T00:00:00.000Z,"3864",-93.248689,44.938968,"3245",2019-02-13T00:00:00.000Z,3516 18TH AVE S,44.938968,-93.248689,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,0.000574859942672683
"2125","038203540344",38TH AVE S,35TH ST E,34TH ST E,RES,"2688","7",ASPHALT7,CLASS 2,"1978",,"2000","3",,,"68","658",,,2012-10-11T00:00:00.000Z,"4256",-93.216587,44.942958,"2238",2019-02-14T00:00:00.000Z,3305 39TH AVE S,44.942958,-93.216587,"2",Longfellow,Cooper,"6","3",Westminster,0.00198205858522006
"2126","038203440334",38TH AVE S,34TH ST E,33RD ST E,RES,"2713","2",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","662",,,2013-11-01T00:00:00.000Z,"4257",-93.216587,44.942958,"2238",2019-02-14T00:00:00.000Z,3305 39TH AVE S,44.942958,-93.216587,"2",Longfellow,Cooper,"6","3",Westminster,0.00125988068668463
"2127","038222030294",38TH AVE S,LAKE ST E,29TH ST E,RES,"2789","2",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","660",,,2014-08-13T00:00:00.000Z,"4261",-93.217811,44.948742,"4149",2019-02-13T00:00:00.000Z,2946 38TH AVE S,44.948742,-93.217811,"2",Longfellow,Cooper,"4","2",Westminster,2.08278018290417e-05
"2128","004201940184",4TH AVE S,19TH ST E,18TH ST E,RES,"2910","8",ASPHALT7,GRAVEL,"1967","2000","2001","1",,,"76","454",,,2013-08-20T00:00:00.000Z,"449",-93.270566,44.963937,"1455",2019-02-13T00:00:00.000Z,348 19TH ST E,44.963937,-93.270566,"6",Central,Steven's Square - Loring Heights,"3","2",Westminster,0.00035480778851092
"2129","320722263207",MEMORIAL PKWY,LOWRY AVE N,MEMORIAL PKWY,PRKBD,MEMORL,"1",ASPHALT,CLASS 5,"1975","2011","2013","1",,"100",,"504",,,2011-11-01T00:00:00.000Z,"9917",-93.316172,45.011421,"2795",2019-02-14T00:00:00.000Z,2905 30TH AVE N,45.011421,-93.316172,"4",Near North,Jordan,"1","3",Westminster,0.0031467051020363
"2130","038426031344",38TH ST E,PARK AVE,COLUMBUS AVE,MSA,"253","3",ASPH/CONC,S.GRAN.MAT.,"1960",,"2014","1","2009","84",,"327",Pavement Exception: BLAISDELL - NICOLLET WAS NOT OVERLAID IN 2009.,,2013-09-05T00:00:00.000Z,"4275",-93.263804,44.934338,"3012",2019-02-13T00:00:00.000Z,3744 COLUMBUS AVE S,44.934338,-93.263804,"8",Powderhorn,Central,"5","2",Westminster,0.000187522584990356
"2131","038413261508",38TH ST E,CHICAGO AVE,ELLIOT AVE,MSA,"253","4",ASPH/CONC,S.GRAN.MAT.,"1963",,,,"2012","100",,"327",,,2012-11-01T00:00:00.000Z,"4277",-93.263668,44.934354,"1942",2019-02-14T00:00:00.000Z,3743 COLUMBUS AVE S,44.934354,-93.263668,"8",Powderhorn,Central,"5","3",Westminster,0.00119391387855714
"2132","018413340042",18TH ST E,CLINTON AVE,4TH AVE S,RES,"2910",22A,ASPHALT7,BIT.ST.SOIL,"1967","2000","2001","1",,,"76","318",,,2013-08-20T00:00:00.000Z,"1820",-93.27089,44.965195,"1603",2019-02-13T00:00:00.000Z,334 18TH ST E,44.965195,-93.27089,"6",Central,Steven's Square - Loring Heights,"3","2",Westminster,1.90226047294845e-05
"2133","030205240514",30TH AVE S,52ND ST E,51ST ST E,RES,"2613","7",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","660",,,2013-10-21T00:00:00.000Z,"3168",-93.229717,44.910981,"1878",2019-02-14T00:00:00.000Z,5553 30TH AVE S,44.910981,-93.229717,"12",Nokomis,Keewaydin,"6","1",Westminster,0.000197394280707078
"2134","030204942341",30TH AVE S,49TH ST E,EAST MINNEHAHA PKWY,RES,"2613","7",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","593",,,2013-10-21T00:00:00.000Z,"3171",-93.229627,44.917298,"2139",2019-02-14T00:00:00.000Z,4733 30TH AVE S,44.917298,-93.229627,"12",Nokomis,Ericsson,"6","3",Westminster,0.00126142575092726
"2135","033401521214",33RD ST E,15TH AVE S,BLOOMINGTON AVE,RES,"2652","17",ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","330",,,2013-08-26T00:00:00.000Z,"3555",-93.253564,44.9433,"1122",2019-02-13T00:00:00.000Z,3250 15TH AVE S,44.9433,-93.253564,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,0.000381620696364498
"2136","033401720182",33RD ST E,17TH AVE S,18TH AVE S,RES,"2729","21",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","327",Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,"3558",-93.24876,44.943539,"3203",2019-02-13T00:00:00.000Z,3230 18TH AVE S,44.943539,-93.24876,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,0.000611413874001496
"2137","033401920202",33RD ST E,19TH AVE S,20TH AVE S,RES,"2729","21",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","324",Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,"3562",-93.244997,44.943673,"1264",2019-02-13T00:00:00.000Z,3228 19TH AVE S,44.943673,-93.244997,"9",Powderhorn,Corcoran,"6","2",Westminster,0.000757525984372611
"2138","033402120222",33RD ST E,21ST AVE S,22ND AVE S,RES,"2729","21",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","440",Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,"3564",-93.240151,44.943105,"280",02/13/2019 01:37pm,"2226 E 33rd St ,Minneapolis,MN",44.943105,-93.240151,"9",Powderhorn,Corcoran,"6","2",Westminster,0.000487889117636331
