X,Y,Objectid,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,join_OBJECTID,join_OFT_1,join_STREET_O_N,join_STREET_F_N,join_STREET_T_N,join_NETWORK,join_BRANCH,join_SECTION,join_PAVEMENT,join_BASE,join_CONST_YR,join_RENOVATION,join_SEALCOAT_Y,join_SEALCOAT_C,join_OVERLAY_YR,join_PCI,join_PCI_BRANCH,join_LENGTH,join_COMMENTS_1,join_COMMENTS_2,join_INSPECTION,join_REFNO_ALL,distance
-93.247904,44.985438,"67",02/13/2019 10:06am,"402 5th ave se,Minneapolis,MN",44.985438,-93.247904,"3",University,Marcy Holmes,"4","2",Westminster,"212","004800630053",4TH ST SE,6TH AVE SE,5TH AVE SE,STH,952A,"4",ASPH/CONC,UNKNOWN,"1954",,,,,,,"412",,,,"550",0.000106149751968375
-93.294698,44.964086,"68",02/13/2019 10:07am,"1906 Emerson ave s ,Minneapolis,MN",44.964086,-93.294698,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"3601","221516181516",LINCOLN AVE,FREMONT AVE S,EMERSON AVE S,RES,"2767","11",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","330",,,2013-07-29T00:00:00.000Z,"9472",0.000353205946751408
-93.29468,44.9617,"69",02/13/2019 10:08am,"2104 EMERSON AVE S,Minneapolis,MN",44.9617,-93.29468,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"4112","151602291613",EMERSON AVE S,22ND ST W,FRANKLIN AVE W,RES,"2742","7",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","653",,,2014-07-02T00:00:00.000Z,"8110",0.000319995233326519
-93.247464,44.985984,"70",02/13/2019 10:10am,"428 5TH AVE SE,Minneapolis,MN",44.985984,-93.247464,"3",University,Marcy Holmes,"4","2",Westminster,"6430","005300480058",5TH AVE SE,4TH ST SE,5TH ST SE,RES,"2251","1",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","417",,,2012-11-08T00:00:00.000Z,"633",0.000316819584857336
-93.294707,44.962282,"71",02/13/2019 10:14am,"2012 Emerson Ave s,Minneapolis,MN",44.962282,-93.294707,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"4112","151602291613",EMERSON AVE S,22ND ST W,FRANKLIN AVE W,RES,"2742","7",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","653",,,2014-07-02T00:00:00.000Z,"8110",0.000351841583328366
-93.291051,44.99141,"72",02/13/2019 10:19am,"722 bryant ave n,Minneapolis,MN",44.99141,-93.291051,"5",Near North,Near - North,"1","2",Westminster,"3377","261614171103",PLYMOUTH AVE N,DUPONT AVE N,ALDRICH AVE N,MSA,"197","3",ASPHALT9,S.GRAN.MAT.,"1981",,"2013","4",,"66",,"791",,,2011-10-27T00:00:00.000Z,"10817",0.000559080551840363
-93.291051,44.99141,"73",02/13/2019 10:20am,"716 Bryant avenue North,Minneapolis,MN",44.99141,-93.291051,"5",Near North,Near - North,"1","2",Westminster,"3377","261614171103",PLYMOUTH AVE N,DUPONT AVE N,ALDRICH AVE N,MSA,"197","3",ASPHALT9,S.GRAN.MAT.,"1981",,"2013","4",,"66",,"791",,,2011-10-27T00:00:00.000Z,"10817",0.000559080551840363
-93.290779,44.988392,"74",02/13/2019 10:22am,"1038 aldrich abr n ,Minneapolis,MN",44.988392,-93.290779,"5",Near North,Sumner - Glenwood,"1","2",Westminster,"11410","110301000075",ALDRICH AVE N,10TH AVE N,7TH ST N,RES,"9746","5",ASPHALT7m,CRUSH.CONC,"2002",,"2006","1",,,"87","547",,,2010-05-14T00:00:00.000Z,"6606",0.000271844722240135
-93.289053,45.025412,"75",02/13/2019 10:22am,"3850 Aldrich ave n ,Minneapolis,MN",45.025412,-93.289053,"4",Camden,Webber - Camden,"1","2",Westminster,"2864","110314140390",ALDRICH AVE N,DOWLING AVE N,39TH AVE N,RES,"2636","7",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"87","660",,,2011-05-12T00:00:00.000Z,"6629",0.000283525948957528
-93.247178,44.98414,"76",02/13/2019 10:22am,"314 6th ave se,Minneapolis,MN",44.98414,-93.247178,"3",University,Marcy Holmes,"4","2",Westminster,"10637","006331040048",6TH AVE SE,UNIVERSITY AVE SE,4TH ST SE,MSA,"292","1",ASPH/CONC,UNKNOWN,"1960","2004","2005","1",,"94",,"412",,,2010-08-19T00:00:00.000Z,"734",0.000252470227255423
-93.259434,44.997156,"77",02/13/2019 10:24am,"722 5th st ne,Minneapolis,MN",44.997156,-93.259434,"3",Northeast,St. Anthony West,"2","2",Westminster,"192","005600710081",5TH ST NE,7TH AVE NE,8TH AVE NE,MSA,"197","7",ASPH/CONC,UNKNOWN,"1922",,"2012","2",,"60",,"404",,,2011-08-04T00:00:00.000Z,"662",0.00025865564086088
-93.286224,45.02418,"78",02/13/2019 10:25am,"3806 6th st n,Minneapolis,MN",45.02418,-93.286224,"4",Camden,Webber - Camden,"1","2",Westminster,"8325","141400650045",DOWLING AVE N,6TH ST N,4TH ST N,MSA,"169","3",ASPH/CONC,UNKNOWN,"1978",,"2014","1","2010","100",,"252",Pavement Exception: I-94 TO WASHINGTON WAS NOT OVERLAID IN 2010.,,2010-11-01T00:00:00.000Z,"7667",0.000252782771437141
-93.294664,44.960535,"79",02/13/2019 10:25am,"2208 Emerson Ave S,Minneapolis,MN",44.960535,-93.294664,"7",Calhoun Isle,East Isles,"3","2",Westminster,"6439","151602490229",EMERSON AVE S,24TH ST W,22ND ST W,RES,"2742","7",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","661",,,2014-07-02T00:00:00.000Z,"8109",0.000295507682403563
-93.294721,44.963083,"80",02/13/2019 10:27am,"1940 Emerson ave s,Minneapolis,MN",44.963083,-93.294721,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"8180","161316181516",FRANKLIN AVE W,FREMONT AVE S,EMERSON AVE S,LOCAL,FRANKW,"2",ASPHALT9,S.GRAN.MAT.,"1980",,"2007","3",,"59",,"330",Pavement Exception: IT IS UNKNOWN WHEN THE WEST 100' OF THIS SEC. WAS BUILT.,,2013-11-22T00:00:00.000Z,"8313",0.000369760282043103
-93.255911,44.996743,"81",02/13/2019 10:28am,"646 summer st ne,Minneapolis,MN",44.996743,-93.255911,"3",Northeast,St. Anthony East,"2","2",Westminster,"5129","292511022004",SUMMER ST NE,ADAMS ST NE,JEFFERSON ST NE,RES,"2620","7",ASPHALT7,CLASS 2,"1969",,"1998","4",,,"68","328",,,2012-05-11T00:00:00.000Z,"11450",0.00014431334078803
-93.289108,45.030701,"82",02/13/2019 10:28am,"4144 aldrich ave n,Minneapolis,MN",45.030701,-93.289108,"4",Camden,Webber - Camden,"1","2",Westminster,"11910","110304100420",ALDRICH AVE N,41ST AVE N,42ND AVE N,RES,"2636","7",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"87","781",,,2011-05-12T00:00:00.000Z,"6632",0.000259671107193089
-93.312352,44.954046,"83",02/13/2019 10:30am,"2700 lake of the isles,Minneapolis,MN",44.954046,-93.312352,"7",Calhoun Isle,Cedar - Isles - Dean,"3","2",Westminster,"2620","140230082208",DEAN PKWY,THOMAS AVE S,WEST LAKE OF THE ISLES PKWY,PRKBD,DEANPK,3E&WB,ASPHALT9,S.GRAN.MAT.,"1973","1997","2014","2",,"76",,"341",,,2011-11-15T00:00:00.000Z,"7568",0.000272614131715889
-93.289072,45.022821,"84",02/13/2019 10:30am,"3722 Aldrich ave n ,Minneapolis,MN",45.022821,-93.289072,"4",Camden,McKinley,"1","2",Westminster,"2863","110303701414",ALDRICH AVE N,37TH AVE N,DOWLING AVE N,RES,"2712","5",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","661",,,2012-04-26T00:00:00.000Z,"6628",0.000246092620226402
-93.301088,44.947435,"85",02/13/2019 10:32am,"3024 humboldt ave s ,Minneapolis,MN",44.947435,-93.301088,"10",Calhoun Isle,ECCO,"5","2",Westminster,"8030","182303192204",HUMBOLDT AVE S,31ST ST W,LAKE ST W,RES,"2783","3",ASPHALT7,CRUSH.CONC,"1989",,"2001","2",,,"73","645",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"8962",0.000251414082340193
-93.253149,44.996748,"86",02/13/2019 10:32am,"688 summer st ne,Minneapolis,MN",44.996748,-93.253149,"3",Northeast,St. Anthony East,"2","2",Westminster,"11391","292523032329",SUMMER ST NE,MADISON ST NE,MONROE ST NE,RES,"2620","7",ASPHALT7,CLASS 2,"1969",,"1998","4",,,"68","330",,,2012-05-11T00:00:00.000Z,"11452",0.000145677653754805
-93.241499,44.986751,"87",02/13/2019 10:33am,"702 8th ave se,Minneapolis,MN",44.986751,-93.241499,"3",University,Marcy Holmes,"4","2",Westminster,"344","007800830093",7TH ST SE,8TH AVE SE,9TH AVE SE,RES,"2251","9",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","299",,,2012-11-08T00:00:00.000Z,"892",9.64351278140886e-05
-93.252111,44.996737,"88",02/13/2019 10:34am,"706 summer st ne,Minneapolis,MN",44.996737,-93.252111,"3",Northeast,St. Anthony East,"2","2",Westminster,"8983","292523292704",SUMMER ST NE,MONROE ST NE,QUINCY ST NE,RES,"2620","7",ASPHALT7,CLASS 2,"1969",,"1998","4",,,"68","330",,,2012-05-11T00:00:00.000Z,"11453",0.000160060250808679
-93.246112,44.946616,"89",02/13/2019 10:34am,"3044 Longfellow ave s,Minneapolis,MN",44.946616,-93.246112,"9",Powderhorn,Corcoran,"6","2",Westminster,"7768","222303142203",LONGFELLOW AVE,31ST ST E,LAKE ST E,RES,"2729","8",ASPHALT9,S.GRAN.MAT.,"1977",,"1998","3",,,"73","661",,,2013-07-08T00:00:00.000Z,"9587",6.23854951716971e-06
-93.294761,44.960283,"90",02/13/2019 10:35am,"2216 Emerson ave s,Minneapolis,MN",44.960283,-93.294761,"7",Calhoun Isle,East Isles,"3","2",Westminster,"6439","151602490229",EMERSON AVE S,24TH ST W,22ND ST W,RES,"2742","7",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","661",,,2014-07-02T00:00:00.000Z,"8109",0.000391196845076638
-93.291051,44.99141,"91",02/13/2019 10:35am,"708 Bryant avenue North,Minneapolis,MN",44.99141,-93.291051,"5",Near North,Near - North,"1","2",Westminster,"3377","261614171103",PLYMOUTH AVE N,DUPONT AVE N,ALDRICH AVE N,MSA,"197","3",ASPHALT9,S.GRAN.MAT.,"1981",,"2013","4",,"66",,"791",,,2011-10-27T00:00:00.000Z,"10817",0.000559080551840363
-93.256379,44.99263,"92",02/13/2019 10:37am,"322 5th st ne,Minneapolis,MN",44.99263,-93.256379,"3",Northeast,St. Anthony West,"2","2",Westminster,"190","005600310041",5TH ST NE,3RD AVE NE,4TH AVE NE,MSA,"197","7",ASPH/CONC,UNKNOWN,"1922",,"2012","2",,"60",,"510",,,2011-08-04T00:00:00.000Z,"657",0.000292644410557485
-93.246373,44.944318,"93",02/13/2019 10:38am,"3210 longfellow,Minneapolis,MN",44.944318,-93.246373,"9",Powderhorn,Corcoran,"6","2",Westminster,"4221","222303340324",LONGFELLOW AVE,33RD ST E,32ND ST E,RES,"2729","7",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","661",,,2013-07-08T00:00:00.000Z,"9585",0.000265987744305552
-93.257107,44.993719,"94",02/13/2019 10:39am,"416 5th st ne,Minneapolis,MN",44.993719,-93.257107,"3",Northeast,St. Anthony West,"2","2",Westminster,"11364","005600410051",5TH ST NE,4TH AVE NE,5TH AVE NE,MSA,"197","7",ASPH/CONC,UNKNOWN,"1922",,"2012","2",,"60",,"530",,,2011-08-04T00:00:00.000Z,"658",0.000278650313071208
-93.298584,44.958021,"95",02/13/2019 10:39am,"2428 humboldt Ave s,Minneapolis,MN",44.958021,-93.298584,"7",Calhoun Isle,East Isles,"3","2",Westminster,"3918","182302590249",HUMBOLDT AVE S,25TH ST W,24TH ST W,RES,"2742","4",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","652",,,2014-07-02T00:00:00.000Z,"8970",0.000374309161203425
-93.244897,44.984621,"96",02/13/2019 10:39am,"412 7th ave se,Minneapolis,MN",44.984621,-93.244897,"3",University,Marcy Holmes,"4","2",Westminster,"7428","007300480058",7TH AVE SE,4TH ST SE,5TH ST SE,RES,"2251","3",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","416",,,2012-11-08T00:00:00.000Z,"838",0.000308953767610025
-93.246374,44.94461,"97",02/13/2019 10:40am,"3200 Longfellow,Minneapolis,MN",44.94461,-93.246374,"9",Powderhorn,Corcoran,"6","2",Westminster,"1701","032413082223",32ND ST E,CEDAR AVE S,LONGFELLOW AVE,MSA,"244","1",ASPHALT7m,S.GRAN.MAT.,"1977",,"2011","4",,"82",,"334",,,2008-07-07T00:00:00.000Z,"3407",0.000133465904007238
-93.29471,44.963503,"98",02/13/2019 10:40am,"1924 Emerson ave s,Minneapolis,MN",44.963503,-93.29471,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"4135","151616132215",EMERSON AVE S,FRANKLIN AVE W,LINCOLN AVE,RES,"2767","7",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","629",,,2013-07-29T00:00:00.000Z,"8111",0.000362367113856091
-93.242641,44.943969,"99",02/13/2019 10:42am,"3218 21 ave s,Minneapolis,MN",44.943969,-93.242641,"9",Powderhorn,Corcoran,"6","2",Westminster,"717","021203340324",21ST AVE S,33RD ST E,32ND ST E,RES,"2729","13",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","662",,,2013-07-08T00:00:00.000Z,"1993",0.000329036428617504
-93.25408,44.94419,"100",02/13/2019 10:44am,"3216 15th ave so,Minneapolis,MN",44.94419,-93.25408,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"4594","015203340324",15TH AVE S,33RD ST E,32ND ST E,RES,"2652","13",ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","662",,,2013-08-26T00:00:00.000Z,"1522",0.000334963141454487
-93.294763,44.959997,"101",02/13/2019 10:47am,"2228 EMERSON AVE S,Minneapolis,MN",44.959997,-93.294763,"7",Calhoun Isle,East Isles,"3","2",Westminster,"6439","151602490229",EMERSON AVE S,24TH ST W,22ND ST W,RES,"2742","7",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","661",,,2014-07-02T00:00:00.000Z,"8109",0.000391710608163339
-93.245338,44.988767,"102",02/13/2019 10:47am,"712 5th ave se,Minneapolis,MN",44.988767,-93.245338,"3",University,Marcy Holmes,"4","2",Westminster,"4407","005300780088",5TH AVE SE,7TH ST SE,8TH ST SE,RES,"2642","6",ASPHALT7,CRUSH.ROCK,"1974",,"2006","4",,,"80","410",,,2013-06-20T00:00:00.000Z,"636",0.000255747271328438
-93.25571,44.991295,"103",02/13/2019 10:52am,"214 5th st ne,Minneapolis,MN",44.991295,-93.25571,"3",Northeast,St. Anthony West,"2","2",Westminster,"1100","005600110031",5TH ST NE,1ST AVE NE,3RD AVE NE,MSA,"197","8",ASPHALT9,CRUSH.CONC,"1990",,"2010","2",,"77",,"826",,,2009-08-11T00:00:00.000Z,"656",0.000495590177107826
-93.289486,44.985792,"104",02/13/2019 10:52am,"718 Aldrich avenue North,Minneapolis,MN",44.985792,-93.289486,"5",Near North,Sumner - Glenwood,"1","2",Westminster,"11405","110329282246",ALDRICH AVE N,SUMNER CT,LYNDALE PL,RES,"9746","5",ASPHALT7m,CRUSH.CONC,"2002",,"2006","1",,,"87","162",,,2010-05-14T00:00:00.000Z,"6601",0.000186551881142029
-93.243945,44.985756,"105",02/13/2019 10:53am,"514 7th ave se ,Minneapolis,MN",44.985756,-93.243945,"3",University,Marcy Holmes,"4","2",Westminster,"329","007300580068",7TH AVE SE,5TH ST SE,6TH ST SE,RES,"2251","3",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","406",,,2012-11-08T00:00:00.000Z,"839",0.00034982304050782
-93.28904,45.019101,"106",02/13/2019 10:57am,"3518 Aldrich ave n ,Minneapolis,MN",45.019101,-93.28904,"4",Camden,McKinley,"1","2",Westminster,"5505","110303500360",ALDRICH AVE N,35TH AVE N,36TH AVE N,RES,"2712","5",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","656",,,2012-04-26T00:00:00.000Z,"6626",0.000258486047291984
-93.28905,45.016866,"107",02/13/2019 11:05am,"3400 aldrich ave n ,Minneapolis,MN",45.016866,-93.28905,"4",Camden,McKinley,"1","2",Westminster,"10227","034011032229",34TH AVE N,ALDRICH AVE N,LYNDALE AVE N,RES,"2712","7",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","327",,,2012-04-26T00:00:00.000Z,"3638",0.000168149708191535
-93.29471,44.963503,"108",02/13/2019 11:07am,"1924 EMERSON EVE S,Minneapolis,MN",44.963503,-93.29471,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,"4135","151616132215",EMERSON AVE S,FRANKLIN AVE W,LINCOLN AVE,RES,"2767","7",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","629",,,2013-07-29T00:00:00.000Z,"8111",0.000362367113856091
-93.289042,45.017058,"109",02/13/2019 11:07am,"3410 aldrich ave n ,Minneapolis,MN",45.017058,-93.289042,"4",Camden,McKinley,"1","2",Westminster,"2835","110303400350",ALDRICH AVE N,34TH AVE N,35TH AVE N,RES,"2712","5",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","660",,,2012-04-26T00:00:00.000Z,"6625",0.000253415542298719
-93.242591,44.944316,"110",02/13/2019 11:08am,"3208 21st av s,Minneapolis,MN",44.944316,-93.242591,"9",Powderhorn,Corcoran,"6","2",Westminster,"717","021203340324",21ST AVE S,33RD ST E,32ND ST E,RES,"2729","13",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","662",,,2013-07-08T00:00:00.000Z,"1993",0.00027722036082537
-93.29981,44.944903,"111",02/13/2019 11:09am,"3148 homes ave,Minneapolis,MN",44.944903,-93.29981,"10",Calhoun Isle,ECCO,"5","2",Westminster,"7484","032918231819",32ND ST W,HUMBOLDT AVE S,HOLMES AVE S,RES,"2783","6",ASPHALT7,CRUSH.CONC,"1989",,"2001","2",,,"73","330",,,2013-07-02T00:00:00.000Z,"3451",0.000170815478716573
-93.281078,44.968365,"112",02/13/2019 11:09am,"1408 SPRUCE PLACE,Minneapolis,MN",44.968365,-93.281078,"7",Central,Loring Park,"3","2",Westminster,"3548","292101590149",SPRUCE PL,15TH ST W,14TH ST W,RES,"2910","3",ASPHALT7,CRUSH.CONC,"2000",,"2001","1",,,"76","390",,,2013-08-20T00:00:00.000Z,"11328",0.000240057931350197
-93.297573,44.98958,"113",02/13/2019 11:10am,"1122 Humboldt avenue North,Minneapolis,MN",44.98958,-93.297573,"5",Near North,Near - North,"1","2",Westminster,"7938",12351822DEDE,BANNEKER AVE N,HUMBOLDT AVE N,DEAD END (E),LOCAL,BNKER,"1",ASPHALT9,UNKNOWN,"1971",,,,,"62",,"363",,,2010-10-12T00:00:00.000Z,"6724",0.000379014969737166
-93.295945,44.958449,"114",02/13/2019 11:10am,"2434 FREMONT AVE S,Minneapolis,MN",44.958449,-93.295945,"7",Calhoun Isle,East Isles,"3","2",Westminster,"11441","161818090249",FREMONT AVE S,HENNEPIN AVE,24TH ST W,RES,"2742","6",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","481",,,2014-07-02T00:00:00.000Z,"8400",0.00030039546932028
-93.245124,44.943644,"115",02/13/2019 11:11am,"3228 19th Avenue South,Minneapolis,MN",44.943644,-93.245124,"9",Powderhorn,Corcoran,"6","2",Westminster,"5415","019203340324",19TH AVE S,33RD ST E,32ND ST E,RES,"2729","9",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","661",,,2013-07-08T00:00:00.000Z,"1882",0.000272121236990454
-93.298486,44.956381,"116",02/13/2019 11:11am,"2524 humboldt Ave s,Minneapolis,MN",44.956381,-93.298486,"7",Calhoun Isle,East Isles,"3","2",Westminster,"11874","182302694259",HUMBOLDT AVE S,26TH ST W,25 1/2 ST W,RES,"2742","4",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","400",,,2014-07-02T00:00:00.000Z,"8968",0.000263315201115946
-93.28324,44.962493,"117",02/13/2019 11:12am,"2024 pleasant ave ,Minneapolis,MN",44.962493,-93.28324,"10",Powderhorn,Whittier,"3","2",Westminster,"8183","161317152615",FRANKLIN AVE W,GRAND AVE S,PLEASANT AVE,CSAH,"005","1",ASPH/CONC,S.GRAN.MAT.,"1962",,,,"2011",,,"255",,,,"8324",0.000201414934456578
-93.243294,44.984384,"118",02/13/2019 11:12am,"428. 8th ave se,Minneapolis,MN",44.984384,-93.243294,"3",University,Marcy Holmes,"4","2",Westminster,"290","008300480058",8TH AVE SE,4TH ST SE,5TH ST SE,RES,"2251","4",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","416",,,2012-11-08T00:00:00.000Z,"934",0.000278773441601148
-93.255228,44.929572,"119",02/13/2019 11:12am,"4030 14th av s,Minneapolis,MN",44.929572,-93.255228,"8",Powderhorn,Bancroft,"6","2",Westminster,"5885","014204140404",14TH AVE S,41ST ST E,40TH ST E,RES,"2631","11",ASPHALT7m,CLASS 3,"1971",,"1996","3",,,"70","657",,,2013-07-15T00:00:00.000Z,"1423",0.000301349071742567
-93.242775,44.985031,"120",02/13/2019 11:13am,"502 8th ave se,Minneapolis,MN",44.985031,-93.242775,"3",University,Marcy Holmes,"4","2",Westminster,"5736","008300580068",8TH AVE SE,5TH ST SE,6TH ST SE,RES,"2251","4",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","407",,,2012-11-08T00:00:00.000Z,"935",0.000283581427793031
-93.289008,45.014425,"121",02/13/2019 11:13am,"3238 Aldrich ave n ,Minneapolis,MN",45.014425,-93.289008,"4",Camden,McKinley,"1","2",Westminster,"2728","110322260330",ALDRICH AVE N,LOWRY AVE N,33RD AVE N,RES,"2712","5",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","662",,,2012-04-26T00:00:00.000Z,"6623",0.000277597545647013
-93.301109,44.947272,"122",02/13/2019 11:13am,"3030 humboldt,Minneapolis,MN",44.947272,-93.301109,"10",Calhoun Isle,ECCO,"5","2",Westminster,"8030","182303192204",HUMBOLDT AVE S,31ST ST W,LAKE ST W,RES,"2783","3",ASPHALT7,CRUSH.CONC,"1989",,"2001","2",,,"73","645",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"8962",0.00027076428285651
-93.246383,44.941777,"123",02/13/2019 11:14am,"3328 Longfellow,Minneapolis,MN",44.941777,-93.246383,"9",Powderhorn,Corcoran,"6","2",Westminster,"4220","222303440334",LONGFELLOW AVE,34TH ST E,33RD ST E,RES,"2729","7",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","583",,,2013-07-08T00:00:00.000Z,"9584",0.000288640131470347
-93.291051,44.99141,"124",02/13/2019 11:14am,"700 Bryant ave n,Minneapolis,MN",44.99141,-93.291051,"5",Near North,Near - North,"1","2",Westminster,"3377","261614171103",PLYMOUTH AVE N,DUPONT AVE N,ALDRICH AVE N,MSA,"197","3",ASPHALT9,S.GRAN.MAT.,"1981",,"2013","4",,"66",,"791",,,2011-10-27T00:00:00.000Z,"10817",0.000559080551840363
-93.260467,45.00139,"125",02/13/2019 11:15am,"1314 5th st ne,Minneapolis,MN",45.00139,-93.260467,"3",Northeast,Sheridan,"2","2",Westminster,"230","005601310151",5TH ST NE,13TH AVE NE,15TH AVE NE,RES,"2753","2",ASPHALT7,CRUSH.CONC,"1981",,"2008","4",,,"78","790",,,2014-07-08T00:00:00.000Z,"665",0.000220371270686067
-93.242591,44.944316,"126",02/13/2019 11:16am,"3208 21st ave s,Minneapolis,MN",44.944316,-93.242591,"9",Powderhorn,Corcoran,"6","2",Westminster,"717","021203340324",21ST AVE S,33RD ST E,32ND ST E,RES,"2729","13",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","662",,,2013-07-08T00:00:00.000Z,"1993",0.00027722036082537
-93.298183,44.991023,"127",02/13/2019 11:16am,"1208 humboldt ave n,Minneapolis,MN",44.991023,-93.298183,"5",Near North,Near - North,"1","2",Westminster,"7842","182201202616",HUMBOLDT AVE N,12TH AVE N,PLYMOUTH AVE N,MSA,"182","2",ASPHALT9,UNKNOWN,"1982",,"2010","1",,"96",,"266",,,2013-10-01T00:00:00.000Z,"8918",2.20928913359086e-06
-93.245806,44.983454,"128",02/13/2019 11:17am,"320 7th ave se,Minneapolis,MN",44.983454,-93.245806,"3",University,Marcy Holmes,"4","2",Westminster,"9406","310400730083",UNIVERSITY AVE SE,7TH AVE SE,8TH AVE SE,STH,952A,"1",ASPH/CONC,UNKNOWN,"1954",,,,,,,"417",,,,"11727",0.00024221582953549
-93.27497,44.965454,"129",02/13/2019 11:18am,"128 18TH ST E,Minneapolis,MN",44.965454,-93.27497,"6",Central,Steven's Square - Loring Heights,"3","2",Westminster,"722","018400222923",18TH ST E,2ND AVE S,STEVENS AVE,RES,"2910",21A,ASPHALT7,MACADAM,"1967","2000","2001","1",,,"76","325",,,2013-08-20T00:00:00.000Z,"1817",0.000240094840906778
-93.243821,44.985913,"130",02/13/2019 11:18am,"528 7th ave se,Minneapolis,MN",44.985913,-93.243821,"3",University,Marcy Holmes,"4","2",Westminster,"307","006800730083",6TH ST SE,7TH AVE SE,8TH AVE SE,RES,"2251","8",ASPHALT7m,S.GRAN.MAT.,"1976","2004","2005","1",,,"91","412",,,2012-11-08T00:00:00.000Z,"810",0.00034370208518202
-93.259174,45.001828,"131",02/13/2019 11:19am,"1328 6th st ne,Minneapolis,MN",45.001828,-93.259174,"3",Northeast,Sheridan,"2","2",Westminster,"265","006601310151",6TH ST NE,13TH AVE NE,15TH AVE NE,RES,"2753","3",ASPHALT7,CRUSH.CONC,"1981",,"2008","4",,,"78","791",,,2014-07-08T00:00:00.000Z,"773",0.00027919873538024
-93.268092,45.000571,"132",02/13/2019 11:21am,"1220 main st ne,Minneapolis,MN",45.000571,-93.268092,"3",Northeast,Sheridan,"2","2",Westminster,"518","013117162304",13TH AVE NE,GRAND ST NE,MAIN ST NE,MSA,"374","1",CONCRETE,UNKNOWN,"1973",,,,,"59",,"259",,,2010-06-28T00:00:00.000Z,"1286",0.00016587653710738
-93.260502,44.999274,"133",02/13/2019 11:24am,"1112 5th st ne,Minneapolis,MN",44.999274,-93.260502,"3",Northeast,Sheridan,"2","2",Westminster,"229","005612210131",5TH ST NE,BROADWAY ST NE,13TH AVE NE,RES,"2753","2",ASPHALT7,CRUSH.CONC,"1981",,"2008","4",,,"78","799",,,2014-07-08T00:00:00.000Z,"664",0.000259253228781827
-93.245473,44.982059,"134",02/13/2019 11:24am,"220 8th ave se,Minneapolis,MN",44.982059,-93.245473,"3",University,Marcy Holmes,"4","2",Westminster,"289","008300283104",8TH AVE SE,2ND ST SE,UNIVERSITY AVE SE,LOCAL,08AVSE,"1",ASPHALT9,CRUSH.CONC,"2001",,"2002","1",,"85",,"412",,,2011-11-01T00:00:00.000Z,"932",8.55287340835943e-06
